dataset,p,k,feature_ratio,feature_pct,baseline_train_auc_mean,stg_train_auc_mean,lspin_train_auc_mean,baseline_auc_mean,stg_auc_mean,lspin_auc_mean,stg_auc_delta_mean,lspin_auc_delta_mean,baseline_train_accuracy_mean,stg_train_accuracy_mean,lspin_train_accuracy_mean,baseline_accuracy_mean,stg_accuracy_mean,lspin_accuracy_mean,stg_accuracy_delta_mean,lspin_accuracy_delta_mean
madelon,500,450,0.9,90.0,1.0,1.0,1.0,0.7671642011834319,0.7719852071005916,0.7672884615384616,0.004821005917159704,0.00012426035502959286,1.0,1.0,1.0,0.6992307692307692,0.6953846153846154,0.6896153846153845,-0.0038461538461538325,-0.009615384615384626
madelon,500,400,0.8,80.0,1.0,1.0,1.0,0.7671642011834319,0.7814585798816569,0.767378698224852,0.014294378698224874,0.00021449704142013638,1.0,1.0,1.0,0.6992307692307692,0.7034615384615386,0.678076923076923,0.004230769230769238,-0.021153846153846145
madelon,500,350,0.7,70.0,1.0,1.0,1.0,0.7671642011834319,0.7834437869822486,0.756215976331361,0.01627958579881652,-0.010948224852070965,1.0,1.0,1.0,0.6992307692307692,0.7123076923076923,0.6796153846153846,0.013076923076923075,-0.01961538461538459
madelon,500,300,0.6,60.0,1.0,1.0,1.0,0.7671642011834319,0.798319526627219,0.7622470414201183,0.03115532544378703,-0.0049171597633135946,1.0,1.0,1.0,0.6992307692307692,0.7130769230769232,0.6873076923076924,0.013846153846153886,-0.01192307692307688
madelon,500,250,0.5,50.0,1.0,1.0,1.0,0.7671642011834319,0.8038402366863904,0.7599334319526626,0.036676035502958525,-0.007230769230769219,1.0,1.0,1.0,0.6992307692307692,0.7242307692307692,0.6807692307692308,0.025000000000000022,-0.01846153846153844
madelon,500,200,0.4,40.0,1.0,1.0,1.0,0.7671642011834319,0.8103594674556213,0.745439349112426,0.04319526627218941,-0.021724852071005895,1.0,1.0,1.0,0.6992307692307692,0.7307692307692307,0.6711538461538462,0.03153846153846156,-0.028076923076923044
madelon,500,150,0.3,30.0,1.0,1.0,1.0,0.7671642011834319,0.8326405325443786,0.7388372781065089,0.0654763313609468,-0.028326923076923083,1.0,1.0,1.0,0.6992307692307692,0.7457692307692307,0.6753846153846154,0.04653846153846155,-0.02384615384615383
madelon,500,100,0.2,20.0,1.0,1.0,1.0,0.7671642011834319,0.8548387573964498,0.7341789940828403,0.08767455621301781,-0.03298520710059174,1.0,1.0,1.0,0.6992307692307692,0.765,0.6696153846153846,0.0657692307692308,-0.0296153846153846
madelon,500,50,0.1,10.0,1.0,1.0,1.0,0.7671642011834319,0.8881745562130179,0.6792396449704142,0.12101035502958583,-0.08792455621301776,1.0,1.0,1.0,0.6992307692307692,0.8088461538461539,0.6361538461538461,0.10961538461538463,-0.06307692307692307
madelon,500,25,0.05,5.0,1.0,1.0,1.0,0.7671642011834319,0.9090118343195266,0.6251005917159763,0.14184763313609472,-0.1420636094674556,1.0,1.0,1.0,0.6992307692307692,0.8326923076923076,0.5907692307692308,0.13346153846153846,-0.10846153846153843
SMK-CAN-187,19993,19993,1.0,100.0,1.0,1.0,1.0,0.7476315789473684,0.7476315789473684,0.7476315789473684,0.0,0.0,1.0,1.0,1.0,0.6837837837837837,0.6837837837837837,0.6837837837837837,0.0,0.0
SMK-CAN-187,19993,17994,0.9,90.0,1.0,1.0,1.0,0.7476315789473684,0.754312865497076,0.7470614035087719,0.006681286549707588,-0.0005701754385964986,1.0,1.0,1.0,0.6837837837837837,0.6890469416785205,0.6783783783783783,0.005263157894736836,-0.005405405405405417
SMK-CAN-187,19993,15994,0.8,80.0,1.0,1.0,1.0,0.7476315789473684,0.755438596491228,0.7545175438596491,0.007807017543859618,0.006885964912280685,1.0,1.0,1.0,0.6837837837837837,0.7105263157894737,0.6837837837837838,0.0267425320056899,0.0
SMK-CAN-187,19993,13995,0.7,70.0,1.0,1.0,1.0,0.7476315789473684,0.7478508771929825,0.7615643274853802,0.0002192982456139969,0.013932748538011719,1.0,1.0,1.0,0.6837837837837837,0.7052631578947368,0.6785206258890468,0.02147937411095304,-0.0052631578947368585
SMK-CAN-187,19993,11996,0.6,60.0,1.0,1.0,1.0,0.7476315789473684,0.7587719298245614,0.7454678362573098,0.01114035087719294,-0.002163742690058523,1.0,1.0,1.0,0.6837837837837837,0.6834992887624467,0.6783783783783782,-0.0002844950213371389,-0.005405405405405417
SMK-CAN-187,19993,9996,0.5,50.0,1.0,1.0,1.0,0.7476315789473684,0.7524415204678363,0.7509649122807017,0.004809941520467831,0.003333333333333277,1.0,1.0,1.0,0.6837837837837837,0.7051209103840683,0.672972972972973,0.021337126600284483,-0.010810810810810811
SMK-CAN-187,19993,7997,0.4,40.0,1.0,1.0,1.0,0.7476315789473684,0.7509795321637427,0.7585964912280702,0.0033479532163742665,0.010964912280701733,1.0,1.0,1.0,0.6837837837837837,0.6944523470839261,0.6782361308677098,0.010668563300142275,-0.0055476529160739755
SMK-CAN-187,19993,5998,0.3,30.0,1.0,1.0,1.0,0.7476315789473684,0.7483771929824561,0.7448830409356726,0.0007456140350876828,-0.0027485380116959225,1.0,1.0,1.0,0.6837837837837837,0.6944523470839259,0.6783783783783784,0.010668563300142231,-0.005405405405405394
SMK-CAN-187,19993,3999,0.2,20.0,1.0,1.0,1.0,0.7476315789473684,0.7470467836257311,0.7617251461988305,-0.0005847953216374435,0.014093567251461981,1.0,1.0,1.0,0.6837837837837837,0.6785206258890469,0.6891891891891891,-0.0052631578947368585,0.005405405405405417
SMK-CAN-187,19993,1999,0.1,10.0,1.0,1.0,1.0,0.7476315789473684,0.7461988304093566,0.7519736842105262,-0.001432748538011719,0.004342105263157836,1.0,1.0,1.0,0.6837837837837837,0.672972972972973,0.715931721194879,-0.010810810810810811,0.0321479374110953
SMK-CAN-187,19993,1000,0.05,5.0,1.0,1.0,1.0,0.7476315789473684,0.7468713450292398,0.7534795321637426,-0.0007602339181286943,0.005847953216374257,1.0,1.0,1.0,0.6837837837837837,0.6943100995732575,0.6944523470839259,0.010526315789473672,0.010668563300142254
colon,2000,2000,1.0,100.0,1.0,1.0,1.0,0.9349999999999999,0.9349999999999999,0.9349999999999999,0.0,0.0,1.0,1.0,1.0,0.8051282051282052,0.8051282051282052,0.8051282051282052,0.0,0.0
colon,2000,1800,0.9,90.0,1.0,1.0,1.0,0.9349999999999999,0.9237500000000001,0.9275,-0.011250000000000005,-0.007499999999999995,1.0,1.0,1.0,0.8051282051282052,0.8230769230769232,0.8205128205128205,0.01794871794871795,0.015384615384615396
colon,2000,1600,0.8,80.0,1.0,1.0,1.0,0.9349999999999999,0.92875,0.9181250000000001,-0.00625,-0.016874999999999994,1.0,1.0,1.0,0.8051282051282052,0.8064102564102564,0.8051282051282052,0.0012820512820512775,0.0
colon,2000,1400,0.7,70.0,1.0,1.0,1.0,0.9349999999999999,0.9099999999999999,0.8975,-0.025,-0.0375,1.0,1.0,1.0,0.8051282051282052,0.8217948717948719,0.8051282051282052,0.016666666666666653,0.0
colon,2000,1200,0.6,60.0,1.0,1.0,1.0,0.9349999999999999,0.9112500000000001,0.9193749999999999,-0.023750000000000004,-0.015625,1.0,1.0,1.0,0.8051282051282052,0.8217948717948719,0.8371794871794872,0.016666666666666673,0.03205128205128205
colon,2000,1000,0.5,50.0,1.0,1.0,1.0,0.9349999999999999,0.8975,0.8975,-0.0375,-0.0375,1.0,1.0,1.0,0.8051282051282052,0.8064102564102564,0.8371794871794872,0.0012820512820512775,0.03205128205128207
colon,2000,800,0.4,40.0,1.0,1.0,1.0,0.9349999999999999,0.9037499999999999,0.91625,-0.03125,-0.01875,1.0,1.0,1.0,0.8051282051282052,0.8217948717948719,0.8538461538461538,0.016666666666666653,0.048717948717948725
colon,2000,600,0.3,30.0,1.0,1.0,1.0,0.9349999999999999,0.9337500000000001,0.9087500000000001,-0.0012499999999999955,-0.026249999999999996,1.0,1.0,1.0,0.8051282051282052,0.8205128205128206,0.8371794871794872,0.015384615384615396,0.03205128205128205
colon,2000,400,0.2,20.0,1.0,1.0,1.0,0.9349999999999999,0.89625,0.92875,-0.03874999999999999,-0.00625,1.0,1.0,1.0,0.8051282051282052,0.8205128205128205,0.8525641025641025,0.015384615384615396,0.04743589743589745
colon,2000,200,0.1,10.0,1.0,1.0,1.0,0.9349999999999999,0.89875,0.9099999999999999,-0.036250000000000004,-0.025,1.0,1.0,1.0,0.8051282051282052,0.8371794871794872,0.8384615384615385,0.03205128205128207,0.033333333333333326
colon,2000,100,0.05,5.0,1.0,1.0,1.0,0.9349999999999999,0.9275,0.87625,-0.007499999999999995,-0.05874999999999999,1.0,1.0,1.0,0.8051282051282052,0.8525641025641025,0.8051282051282052,0.04743589743589745,2.2204460492503132e-17
leukemia,7070,7070,1.0,100.0,1.0,1.0,1.0,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.0,0.0,1.0,1.0,1.0,0.9457142857142857,0.9457142857142857,0.9457142857142857,0.0,0.0
leukemia,7070,6363,0.9,90.0,1.0,1.0,1.0,0.9800000000000001,0.984,0.984,0.0040000000000000036,0.0040000000000000036,1.0,1.0,1.0,0.9457142857142857,0.9304761904761906,0.9447619047619048,-0.01523809523809525,-0.000952380952380949
leukemia,7070,5656,0.8,80.0,1.0,1.0,1.0,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.0,0.0,1.0,1.0,1.0,0.9457142857142857,0.917142857142857,0.9447619047619048,-0.02857142857142858,-0.000952380952380949
leukemia,7070,4949,0.7,70.0,1.0,1.0,1.0,0.9800000000000001,0.976,0.9800000000000001,-0.003999999999999981,0.0,1.0,1.0,1.0,0.9457142857142857,0.9447619047619048,0.9447619047619048,-0.0009523809523809712,-0.0009523809523809712
leukemia,7070,4242,0.6,60.0,1.0,1.0,1.0,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.0,0.0,1.0,1.0,1.0,0.9457142857142857,0.959047619047619,0.9447619047619048,0.01333333333333333,-0.0009523809523809712
leukemia,7070,3535,0.5,50.0,1.0,1.0,1.0,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.0,0.0,1.0,1.0,1.0,0.9457142857142857,0.9038095238095238,0.9161904761904761,-0.04190476190476191,-0.02952380952380953
leukemia,7070,2828,0.4,40.0,1.0,1.0,1.0,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.0,0.0,1.0,1.0,1.0,0.9457142857142857,0.9038095238095238,0.917142857142857,-0.04190476190476191,-0.02857142857142858
leukemia,7070,2121,0.3,30.0,1.0,1.0,1.0,0.9800000000000001,0.9800000000000001,0.974,0.0,-0.006000000000000005,1.0,1.0,1.0,0.9457142857142857,0.9038095238095238,0.9161904761904761,-0.04190476190476191,-0.02952380952380953
leukemia,7070,1414,0.2,20.0,1.0,1.0,1.0,0.9800000000000001,0.9795555555555555,0.976,-0.0004444444444444473,-0.003999999999999981,1.0,1.0,1.0,0.9457142857142857,0.917142857142857,0.9028571428571428,-0.02857142857142858,-0.04285714285714286
leukemia,7070,707,0.1,10.0,1.0,1.0,1.0,0.9800000000000001,0.9755555555555556,0.96,-0.004444444444444429,-0.019999999999999997,1.0,1.0,1.0,0.9457142857142857,0.917142857142857,0.8895238095238096,-0.02857142857142858,-0.05619047619047619
leukemia,7070,354,0.05,5.0,1.0,1.0,1.0,0.9800000000000001,0.9617777777777778,0.9475555555555555,-0.01822222222222223,-0.032444444444444456,1.0,1.0,1.0,0.9457142857142857,0.9038095238095238,0.8885714285714286,-0.04190476190476191,-0.05714285714285714
RELATHE,4322,4322,1.0,100.0,1.0,1.0,1.0,0.9614163267148148,0.9614163267148148,0.9614163267148148,0.0,0.0,1.0,1.0,1.0,0.9096012759170653,0.9096012759170653,0.9096012759170653,0.0,0.0
RELATHE,4322,3890,0.9,90.0,1.0,1.0,1.0,0.9614163267148148,0.961211388892588,0.9602797363542068,-0.00020493782222672508,-0.001136590360607892,1.0,1.0,1.0,0.9096012759170653,0.9138093485461907,0.9138167096061833,0.004208072629125259,0.004215433689117876
RELATHE,4322,3458,0.8,80.0,1.0,1.0,1.0,0.9614163267148148,0.9606670360884106,0.9601638195544941,-0.0007492906264040978,-0.0012525071603206373,1.0,1.0,1.0,0.9096012759170653,0.910310391363023,0.9088995215311003,0.0007091154459575088,-0.0007017543859649588
RELATHE,4322,3025,0.7,70.0,1.0,1.0,1.0,0.9614163267148148,0.9583312184061794,0.9592703180726149,-0.003085108308635354,-0.002146008642200026,1.0,1.0,1.0,0.9096012759170653,0.9068040731198627,0.8984026499815974,-0.0027972027972028137,-0.011198625935468054
RELATHE,4322,2593,0.6,60.0,1.0,1.0,1.0,0.9614163267148148,0.958191249735511,0.9572942676004306,-0.0032250769793040535,-0.0041220591143841245,1.0,1.0,1.0,0.9096012759170653,0.9053956569746043,0.901901607164765,-0.004205618942461053,-0.0076996687523003485
RELATHE,4322,2161,0.5,50.0,1.0,1.0,1.0,0.9614163267148148,0.9541664289346498,0.9542721215313691,-0.00724989778016496,-0.007144205183445762,1.0,1.0,1.0,0.9096012759170653,0.9032977548767022,0.9039995092626671,-0.006303521040363158,-0.005601766654398243
RELATHE,4322,1729,0.4,40.0,1.0,1.0,1.0,0.9614163267148148,0.9560357027126605,0.9523293994109968,-0.005380624002154377,-0.009086927303818038,1.0,1.0,1.0,0.9096012759170653,0.904009324009324,0.8962875720770457,-0.005591951907741377,-0.013313703840019665
RELATHE,4322,1297,0.3,30.0,1.0,0.9999996906246906,0.9999984516336845,0.9614163267148148,0.9531766533842534,0.9440073516899936,-0.008239673330561437,-0.01740897502482126,1.0,0.9998248686514886,0.9994742989757656,0.9096012759170653,0.892778800147221,0.8885780885780885,-0.016822475769844237,-0.021023187338976835
RELATHE,4322,864,0.2,20.0,1.0,0.999998762102639,0.9999931879850511,0.9614163267148148,0.9521093463701231,0.9300176237353224,-0.009306980344691707,-0.03139870297949243,1.0,0.9994744524651157,0.9987734666030198,0.9096012759170653,0.8955956324377377,0.86264998159735,-0.014005643479327711,-0.04695129431971541
RELATHE,4322,432,0.1,10.0,1.0,0.999993499653858,0.9997779650815319,0.9614163267148148,0.9315290713704067,0.8802657461702704,-0.029887255344408104,-0.08115058054454445,1.0,0.9989487514408812,0.9922908438997962,0.9096012759170653,0.8773622868359711,0.8051870936081462,-0.03223898908109439,-0.10441418230891919
RELATHE,4322,216,0.05,5.0,1.0,0.9992186125042478,0.9908064697527106,0.9614163267148148,0.9134952648418514,0.8283406756521478,-0.04792106187296332,-0.13307565106266706,1.0,0.9854588794356504,0.9388544475841544,0.9096012759170653,0.8549282296650718,0.7701705312231628,-0.05467304625199363,-0.13943074469390263
